churned,tx_count_obs_avg_per_year,tx_count_label,tx_count_1997,avg_balance_label,avg_balance_obs,balance_ratio
0,79.6,81.0,84.0,32863.47777777778,28493.275,1.1533766398484475
0,58.8,61.0,61.0,40386.054098360655,52263.6868852459,0.7727364161475122
0,74.8,81.0,82.0,23954.251851851852,24239.324390243903,0.9882392539576396
0,68.2,75.0,73.0,95835.5,79379.66575342465,1.2073054111577108
0,67.6,72.0,71.0,54796.97222222222,45206.799999999996,1.212140036946261
0,75.8,83.0,75.0,44591.9578313253,38195.028,1.167480694904198
0,60.8,57.0,65.0,25645.614035087718,27428.64153846154,0.9349939551007808
0,53.4,54.0,55.0,93804.77222222222,77910.43818181817,1.2040077608511421
0,57.6,59.0,61.0,21487.39322033898,22112.614754098362,0.9717255719998693
0,58.4,80.0,63.0,90431.345,49274.42857142857,1.835259131801195
0,62.0,76.0,93.0,78527.04605263157,78454.20752688171,1.0009284208973102
0,61.8,51.0,51.0,17511.956862745097,16589.005882352943,1.05563630436553
0,100.0,100.0,102.0,41322.344,29406.83529411765,1.4051952067166456
0,68.6,76.0,71.0,93319.56842105264,64512.038028169016,1.4465450367620518
0,73.6,78.0,77.0,80179.95128205129,76882.12987012987,1.0428945116048702
0,68.2,73.0,69.0,72948.79452054795,64168.431884057965,1.1368330560477882
0,62.0,77.0,95.0,81429.38181818182,75735.50421052631,1.0751810880116135
0,57.4,60.0,59.0,26235.358333333334,21807.354237288135,1.2030509546395962
0,58.0,61.0,62.0,25094.531147540984,25490.42258064516,0.9844690125535707
0,52.4,56.0,52.0,37917.53928571429,37075.123076923075,1.0227218722118163
0,107.6,105.0,132.0,68633.75333333333,81732.07045454546,0.8397407890395161
1,63.6,52.0,64.0,12119.715384615385,25480.4515625,0.4756475902668919
0,98.8,105.0,108.0,36394.77523809524,27728.012962962963,1.3125634096719696
0,68.8,72.0,75.0,64538.330555555556,51819.38,1.2454477563327766
0,64.8,56.0,62.0,22981.56607142857,19181.409677419353,1.1981166378236954
0,71.2,70.0,77.0,79485.31857142856,57208.548051948055,1.3893958381753047
0,78.2,85.0,86.0,61731.2294117647,61635.88023255814,1.001546975217143
0,56.0,56.0,62.0,21854.16964285714,20557.812903225804,1.0630590785962413
0,56.6,56.0,61.0,20576.133928571428,18398.28360655738,1.1183724725950976
0,70.6,63.0,70.0,34561.76666666666,40183.96428571428,0.860088527376918
0,69.8,78.0,75.0,94057.90128205127,61171.89333333333,1.5375999688209412
0,88.4,99.0,96.0,60204.01414141413,53988.571875,1.1151251468700594
0,96.4,83.0,73.0,70107.27228915662,43760.546575342465,1.6020657367350986
0,66.8,71.0,71.0,82860.26760563381,58694.578873239436,1.411719262601477
0,60.0,60.0,58.0,28269.975,28089.156896551725,1.0064372919455788
0,79.4,103.0,88.0,61175.64951456311,71834.09204545454,0.8516241769416801
0,90.2,96.0,98.0,50448.621875000004,52651.897959183676,0.9581539095534282
0,57.4,58.0,59.0,19164.291379310343,19867.45254237288,0.9646073817686062
0,62.2,51.0,69.0,21672.376470588235,24798.510144927535,0.873938649698327
0,100.2,112.0,109.0,48901.70267857143,36611.851376146784,1.3356795911837358
0,52.8,54.0,56.0,59036.544444444444,70272.79285714285,0.8401052817761134
0,100.8,101.0,104.0,32905.15544554456,34140.04903846154,0.9638285934643569
0,69.0,96.0,83.0,73255.96979166666,52052.24819277108,1.407354578045686
0,77.2,68.0,82.0,20664.50294117647,18663.998780487807,1.1071851849229695
0,53.4,59.0,58.0,21221.593220338982,21467.16896551724,0.9885604037694617
0,61.2,63.0,67.0,17529.931746031747,21665.605970149256,0.8091133832205932
0,65.4,65.0,67.0,40393.36461538462,41458.64029850746,0.9743050983955884
0,57.0,53.0,57.0,10307.896226415094,11329.642105263158,0.909816579433395
0,61.4,54.0,65.0,18364.475925925926,17428.66,1.0536940835340138
0,80.8,58.0,90.0,45576.691379310345,60848.64000000001,0.7490174205916572
0,56.8,59.0,63.0,25757.528813559322,25572.038095238095,1.0072536540744388
0,67.6,73.0,75.0,44993.77945205479,36016.892,1.2492410353468253
0,70.2,72.0,76.0,41045.29722222222,42338.68289473684,0.9694514428866327
0,102.4,121.0,94.0,75533.1049586777,21917.59574468085,3.4462313220193743
0,63.0,63.0,62.0,69569.07142857143,50913.82419354839,1.3664082895070955
0,59.6,56.0,54.0,29966.98214285714,31066.012962962963,0.9646227270484922
0,94.8,97.0,102.0,62252.60206185567,61693.003921568634,1.009070690430287
0,69.4,72.0,73.0,15824.033333333333,15593.145205479454,1.014807027370767
0,57.4,62.0,62.0,22973.8064516129,24313.35322580645,0.9449048939587756
0,90.2,111.0,96.0,81357.19099099099,61792.46770833334,1.316619873072639
1,56.6,70.0,79.0,50394.50714285715,71924.85189873418,0.7006550004970403
0,67.4,67.0,72.0,31468.10149253731,36782.711111111115,0.8555133795733616
0,70.6,72.0,70.0,32635.773611111115,21973.012857142854,1.485266213754664
0,63.0,64.0,69.0,32459.7953125,34255.586956521736,0.9475766786217672
0,56.2,64.0,66.0,20618.628125,19720.501515151518,1.0455427874974903
0,57.2,83.0,42.0,39929.85542168675,5287.076190476191,7.552351050588962
0,108.6,118.0,123.0,88544.65593220339,77880.91056910569,1.1369237376036518
0,66.2,63.0,73.0,58618.36666666667,46267.57808219179,1.2669426215163972
0,77.6,83.0,82.0,31694.539759036143,24154.991463414633,1.312132103505024
0,64.6,60.0,61.0,57544.19666666666,37584.26721311475,1.5310714012427797
0,67.2,67.0,70.0,23201.85970149254,29387.57,0.7895126987870226
0,58.6,59.0,63.0,38297.898305084746,30538.76507936508,1.2540748850045178
0,58.6,56.0,62.0,21318.471428571425,20020.86129032258,1.0648129028732678
0,68.2,72.0,73.0,56026.2375,53641.77534246576,1.0444515891264057
0,67.4,62.0,69.0,64547.40967741935,50689.19420289855,1.2733958527541231
0,60.2,63.0,65.0,31950.73015873016,28867.183076923076,1.1068184267786116
0,93.8,91.0,73.0,53404.66373626374,39260.48630136986,1.3602649576554116
0,78.6,83.0,85.0,70310.07951807229,54785.83294117647,1.2833624268077515
0,66.6,66.0,70.0,22670.898484848487,28225.675714285713,0.8032012666174785
0,69.0,63.0,65.0,31414.88253968254,23257.55076923077,1.3507390718563428
0,78.8,85.0,84.0,32971.85411764706,40013.77976190476,0.8240124855447426
0,52.4,56.0,58.0,24499.212499999998,24854.077586206895,0.9857220576794274
0,68.0,80.0,78.0,91311.66,82012.16282051282,1.1133916831316781
0,66.2,68.0,73.0,68408.30588235294,63632.097260273964,1.075059739152442
0,62.0,62.0,69.0,56765.329032258065,46762.53913043479,1.2139060471870975
0,52.6,57.0,58.0,22064.589473684213,19120.879310344826,1.1539526564422575
0,88.2,93.0,95.0,28477.07634408602,29025.69157894737,0.9810989780081841
0,70.0,71.0,81.0,67975.98450704226,47921.097530864194,1.4184980730723344
0,54.4,61.0,61.0,21388.537704918035,19841.277049180328,1.0779819087200149
0,73.6,73.0,82.0,33727.73561643836,45724.48536585366,0.7376296386186495
1,59.2,62.0,64.0,2720.8693548387096,12600.540625,0.2159327473172374
1,70.4,74.0,71.0,50406.28108108108,68971.27183098592,0.7308300940803535
0,61.8,65.0,67.0,47829.944615384615,44933.96119402985,1.0644497690477273
0,66.2,70.0,71.0,29385.51142857143,30430.84366197183,0.9656489236706011
0,78.6,85.0,84.0,40611.376470588235,43722.405952380956,0.9288458762955312
0,78.6,85.0,84.0,36057.45764705882,40173.2,0.8975500494622989
0,89.8,85.0,103.0,55787.507058823525,67972.11262135922,0.8207411084835567
0,58.4,61.0,60.0,50939.03770491803,45974.051666666666,1.107995398670751
0,56.2,60.0,59.0,40497.54,32720.32372881356,1.2376876321776062
0,62.8,63.0,64.0,20077.98253968254,18564.6484375,1.081516981443379
0,59.0,60.0,62.0,23962.333333333332,19202.109677419354,1.2479010762818288
0,77.4,81.0,82.0,43524.05185185185,41779.964634146345,1.041744583390099
0,62.0,60.0,63.0,25723.31,22003.390476190478,1.169061196629437
0,58.2,58.0,54.0,26402.360344827586,17453.60185185185,1.512717006434191
0,88.6,97.0,106.0,84439.23298969072,75491.26698113207,1.1185298163136548
0,64.6,65.0,71.0,54345.5,41059.36901408451,1.3235834184728454
0,96.4,87.0,103.0,45161.440229885055,59187.66893203884,0.7630210995763468
0,89.6,97.0,101.0,54110.357731958764,34447.43762376238,1.570809368260024
0,65.8,62.0,68.0,25064.817741935483,22876.316176470587,1.0956666951349394
0,74.0,79.0,80.0,55992.94810126583,57506.22624999999,0.9736849686126958
0,73.0,65.0,68.0,36743.163076923076,46232.76470588235,0.7947429341652181
0,61.6,64.0,67.0,58323.509375,45338.02537313433,1.286414855852112
0,53.6,49.0,46.0,19561.785714285714,23877.176086956522,0.8192671379163554
0,98.4,108.0,104.0,87320.83055555554,84733.25384615385,1.0305379127077998
0,60.8,66.0,66.0,44965.28181818182,27813.092424242426,1.6166947972671035
0,60.4,60.0,59.0,19796.451666666668,18558.76440677966,1.0666901757443976
0,72.0,78.0,95.0,76258.66025641025,90228.76421052631,0.8451701729891777
0,59.6,66.0,59.0,32604.651515151516,23088.915254237287,1.4121344011242754
0,64.8,62.0,59.0,46581.262903225805,27656.366101694915,1.6842871811843378
0,67.4,73.0,75.0,22327.931506849316,23678.782666666666,0.9429509878597355
0,65.4,69.0,70.0,47677.842028985506,52216.689999999995,0.9130766815932896
0,66.2,71.0,68.0,15666.336619718308,15446.936764705883,1.014203453950412
0,68.0,70.0,73.0,38927.095714285715,39889.07945205479,0.9758835312575878
1,69.8,80.0,87.0,50912.35625,73017.39885057471,0.697263351631969
0,52.2,54.0,55.0,25430.437037037038,24447.418181818182,1.0402095161095555
1,57.2,54.0,61.0,-257.3037037037037,6485.437704918033,-0.03967406910848675
0,99.0,107.0,113.0,44796.41495327103,40847.94690265487,1.0966625828227252
0,98.0,106.0,110.0,47249.71603773585,45924.13181818182,1.0288646549661984
0,77.6,85.0,84.0,62156.095294117644,57540.72619047619,1.0802104771560106
1,58.2,53.0,71.0,42787.0358490566,77145.51690140845,0.5546276383595717
0,57.4,62.0,57.0,24555.874193548385,20819.526315789473,1.179463635295356
0,66.8,72.0,69.0,36903.77222222222,27831.002898550723,1.3259950551097084
0,60.2,60.0,64.0,27489.59833333333,27367.790625,1.0044507687888427
0,78.0,82.0,88.0,60997.7256097561,66136.97159090909,0.9222939022224687
0,80.2,70.0,71.0,40647.94571428571,37967.86478873239,1.0705881392189502
0,80.8,84.0,86.0,78815.01309523809,81025.07209302326,0.9727237638832601
0,68.8,71.0,73.0,63764.145070422535,52955.7698630137,1.2041019370574348
0,60.4,54.0,59.0,32876.846296296295,28071.2406779661,1.1711932035160189
0,91.6,112.0,105.0,78444.87410714287,76771.93619047619,1.0217910085335873
0,35.4,49.0,56.0,39861.91836734694,32896.458928571425,1.2117388821058133
0,60.2,58.0,68.0,30706.33103448276,19388.807352941174,1.583714277805993
0,73.4,78.0,79.0,37040.156410256415,37015.3,1.0006715171903622
0,57.0,61.0,64.0,43600.64262295082,43904.990625,0.993068031726765
0,55.0,59.0,61.0,20729.966101694914,16357.873770491804,1.2672775442912383
0,86.8,96.0,100.0,72606.74166666667,42770.164000000004,1.6976026013523506
0,64.0,71.0,66.0,14738.597183098593,14564.55303030303,1.0119498451091116
0,55.2,58.0,57.0,20516.510344827588,17258.135087719296,1.1888022802317104
0,55.2,56.0,51.0,46549.71785714286,37498.26078431372,1.2413833837492416
0,84.0,88.0,84.0,21484.398863636365,17461.121428571427,1.2304134617884104
0,67.8,84.0,72.0,70846.17976190476,53811.354166666664,1.3165656367330425
1,82.8,65.0,98.0,67018.67846153845,95282.2806122449,0.7033697979404343
0,72.4,76.0,75.0,57301.70131578947,52766.99866666667,1.0859382334358048
0,60.8,53.0,68.0,42753.99056603773,50884.61617647059,0.8402144651688949
0,59.8,55.0,56.0,28734.232727272727,20213.428571428572,1.4215417550631764
0,63.6,71.0,63.0,37444.26056338028,44774.85396825396,0.8362787869711159
0,73.2,79.0,79.0,33887.4746835443,37391.122784810126,0.9062973283410158
1,94.8,65.0,104.0,24243.195384615385,46229.30961538462,0.5244117981927965
0,79.2,84.0,69.0,79654.0369047619,57395.25362318841,1.3878157491507392
0,86.6,95.0,94.0,42719.0852631579,28561.121276595743,1.4957075686718162
0,66.2,66.0,72.0,20659.62575757576,26406.85,0.7823585833818029
0,72.0,81.0,79.0,34855.88888888889,38593.14430379747,0.9031627123851415
0,67.6,65.0,75.0,25910.0,26785.804,0.9673034268450557
0,77.2,103.0,100.0,47565.94368932039,38997.737,1.219710356252733
0,62.2,65.0,70.0,36693.73692307692,41588.41285714286,0.8823067388775027
0,66.2,73.0,73.0,29270.698630136987,26463.289041095893,1.1060869487795473
0,71.0,80.0,72.0,49389.0575,53037.12222222222,0.9312167672496058
0,67.0,77.0,72.0,83803.44415584416,74480.1,1.1251789962130039
0,105.2,108.0,124.0,65692.73518518519,71344.54758064516,0.9207814389870315
0,68.8,72.0,74.0,37632.39722222222,22980.722972972973,1.6375636774561313
0,66.2,72.0,73.0,60498.177777777775,57478.760273972606,1.052531013010947
0,58.8,57.0,56.0,22029.66140350877,18539.717857142856,1.188241459403943
0,69.8,67.0,74.0,36811.658208955225,44557.66081081081,0.8261577816047244
0,84.2,109.0,73.0,59311.31651376147,19213.276712328767,3.0869964244934134
0,72.2,42.0,54.0,16674.10714285714,20610.08888888889,0.8090264546042945
0,66.4,71.0,72.0,32482.02253521127,30708.64027777778,1.0577486414700292
0,68.4,81.0,79.0,100389.06790123456,90938.91012658228,1.103917649348317
0,66.6,71.0,79.0,18243.594366197183,18929.50253164557,0.9637651246089689
0,68.0,85.0,75.0,77246.98,84595.644,0.9131318865543478
0,72.0,73.0,78.0,35182.968493150685,37483.416666666664,0.9386275751227948
0,99.2,110.0,111.0,74711.3009090909,63644.60270270271,1.173882744748727
0,53.6,48.0,47.0,21025.95,19380.710638297875,1.0848905590928641
0,95.2,87.0,115.0,56967.44482758621,76855.91739130435,0.741223926032163
0,53.6,56.0,58.0,23572.01607142857,21186.010344827588,1.1126217578376434
0,72.4,84.0,76.0,21337.32380952381,18823.280263157896,1.133560331207869
0,11.6,11.0,12.0,24227.272727272728,15816.666666666666,1.5317559153175593
0,67.0,72.0,73.0,88619.76527777777,80042.68630136986,1.107156310872854
0,96.2,108.0,112.0,32832.39351851852,36014.5375,0.9116427919841681
0,61.4,57.0,62.0,25284.259649122807,25246.374193548385,1.0015006295670015
0,62.2,64.0,70.0,77457.8734375,83096.06571428571,0.9321485051269233
1,47.8,32.0,50.0,2505.3562500000003,10927.24,0.22927621705023413
0,59.4,53.0,66.0,22876.692452830186,31129.101515151513,0.734897293508307
0,52.2,56.0,59.0,21093.548214285714,18045.298305084747,1.1689221124342424
0,59.4,52.0,55.0,25764.240384615383,24182.31636363636,1.065416562962422
0,54.2,55.0,59.0,33089.88181818182,42130.73898305085,0.7854094805100343
0,71.2,75.0,82.0,42633.728,49929.38048780488,0.8538805725901841
0,56.0,66.0,67.0,28640.783333333333,33357.298507462685,0.8586062005868319
0,57.0,52.0,60.0,19382.846153846152,17652.935,1.0979956677938343
0,55.6,57.0,63.0,57595.08245614036,50455.299999999996,1.1415070856013216
0,58.4,64.0,60.0,18986.246875,22060.175,0.8606571287399126
0,67.6,73.0,74.0,27055.668493150686,30639.89864864865,0.8830208220791212
1,60.2,70.0,69.0,32587.741428571426,52252.944927536235,0.6236536806444827
0,86.6,92.0,90.0,54167.96847826087,44308.427777777775,1.2225206624331635
0,52.8,58.0,55.0,19853.320689655175,19422.847272727275,1.0221632498512385
0,54.8,59.0,63.0,20244.60338983051,20802.596825396828,0.9731767413342794
0,71.4,74.0,72.0,22965.98108108108,21612.508333333335,1.062624510162028
0,62.8,68.0,67.0,69017.70147058823,64909.09850746268,1.063297797344284
0,64.8,74.0,72.0,22610.063513513513,21982.6625,1.0285407199202332
0,63.2,92.0,54.0,98495.54565217391,38979.75925925926,2.526838223834778
0,63.0,68.0,67.0,93197.09705882352,82289.44776119402,1.1325522238195567
0,50.8,50.0,50.0,26494.91,23383.214,1.1330739221734019
0,71.6,83.0,79.0,94447.56385542169,96172.11265822785,0.9820680990035564
0,75.4,85.0,83.0,53582.16235294117,60417.34819277109,0.886867165734895
0,87.4,90.0,95.0,48256.741111111114,52246.57157894737,0.9236345975006722
0,67.6,76.0,77.0,92928.43684210526,84560.53246753247,1.0989575648401422
0,66.8,74.0,72.0,50221.686486486484,50155.08472222222,1.001327916494073
0,77.2,84.0,86.0,65354.715476190475,53366.97209302325,1.22462850922611
0,57.0,69.0,65.0,103198.8884057971,90862.83846153846,1.1357656238031832
0,84.4,84.0,85.0,18707.65714285714,16224.683529411766,1.1530367978484322
0,86.4,98.0,92.0,42056.142857142855,33646.870652173915,1.2499273198955165
0,64.6,45.0,71.0,63975.14888888889,81765.07183098591,0.7824263766456413
0,49.6,54.0,55.0,33644.38333333333,28417.512727272726,1.1839313192616008
1,58.6,61.0,67.0,19624.501639344264,30891.501492537314,0.6352718609059873
0,77.2,86.0,88.0,27389.75348837209,22946.701136363637,1.1936248842744348
0,57.6,61.0,63.0,66905.9524590164,49791.34285714286,1.3437266122943767
0,52.4,49.0,50.0,53315.9306122449,51888.4,1.0275115558052454
0,53.8,59.0,60.0,29431.727118644067,31582.258333333335,0.9319069842317292
0,66.2,72.0,75.0,85409.14027777777,58431.42933333333,1.4616986312373927
0,55.2,58.0,62.0,25233.96551724138,20627.904838709677,1.2232927054175717
0,59.6,65.0,64.0,34182.16615384615,24239.6625,1.410175003626645
0,56.6,58.0,64.0,42592.877586206894,42418.153125,1.004119096385267
0,67.6,71.0,73.0,79073.30281690141,70884.28082191781,1.115526628753656
0,87.2,96.0,98.0,77023.67604166667,68651.87346938775,1.1219457263028947
0,55.0,57.0,57.0,17528.2350877193,18124.86666666667,0.9670821534900098
0,88.0,95.0,97.0,49560.88315789474,45391.71443298969,1.0918486727585464
0,65.8,73.0,78.0,17670.080821917807,17746.13974358974,0.9957140582250059
0,92.0,107.0,112.0,93580.961682243,83425.59642857143,1.121729609237694
0,52.8,59.0,54.0,18214.13559322034,15806.962962962964,1.15228558679473
0,67.8,76.0,78.0,80722.62236842106,70018.4141025641,1.1528770453180681
0,33.4,45.0,44.0,34310.32,28523.109090909093,1.2028955150241813
0,73.4,86.0,85.0,35522.49534883721,37883.89411764706,0.9376674752210897
0,72.0,98.0,81.0,62675.5693877551,46298.02098765432,1.3537418673784773
0,76.0,90.0,90.0,63129.18444444444,51875.46666666667,1.2169371863214296
0,64.0,71.0,73.0,27789.97746478873,23399.365753424656,1.1876380649642813
0,63.0,70.0,71.0,25770.469999999998,22138.498591549294,1.1640568078016411
0,65.8,67.0,73.0,38760.50149253732,48587.90136986301,0.7977397747122866
0,55.0,55.0,60.0,16738.734545454547,15705.071666666667,1.0658171386114579
0,71.6,73.0,71.0,23031.775342465753,20556.840845070423,1.120394690801375
0,76.2,84.0,84.0,89081.4357142857,70625.48452380953,1.261321409897786
0,71.4,81.0,78.0,57168.67777777778,38316.67307692308,1.492005260034141
1,61.2,42.0,58.0,11460.778571428571,40055.43620689655,0.2861229250439497
0,71.8,73.0,73.0,94475.21643835616,74534.2698630137,1.2675406442163029
0,85.2,124.0,108.0,81523.23629032259,65472.569444444445,1.245151014876507
0,74.4,82.0,66.0,62291.24268292684,45132.76515151515,1.380177848040309
0,76.4,82.0,85.0,32546.646341463416,29580.65529411765,1.1002679290859245
0,53.4,64.0,61.0,20709.796875,21521.219672131145,0.9622966165722524
0,72.0,88.0,105.0,97418.50795454545,94973.13904761904,1.0257480055039596
0,51.4,56.0,57.0,15999.544642857143,14665.061403508771,1.090997453241422
0,75.0,74.0,80.0,16507.73108108108,14345.46375,1.1507282977227613
0,66.0,73.0,74.0,71897.89452054794,67908.02027027027,1.0587540946474097
0,77.4,87.0,82.0,70262.31264367816,49092.66829268292,1.431218043085071
0,41.0,88.0,40.0,72467.10909090909,26177.197500000002,2.7683295391307294
0,74.2,76.0,79.0,30189.992105263158,40495.78101265823,0.7455095654489619
0,53.2,65.0,60.0,29153.39076923077,29515.79666666667,0.9877216291490049
0,55.8,63.0,61.0,91950.65714285715,90262.29344262296,1.0187050831065736
0,80.2,90.0,89.0,56519.14222222222,54589.39550561798,1.0353502122295097
0,95.2,104.0,103.0,31267.75,32395.512621359223,0.9651876902044866
0,64.2,75.0,68.0,36668.20533333333,28501.897058823528,1.2865180608033142
1,50.0,38.0,54.0,-5657.997368421053,11625.487037037037,-0.48668906088798963
0,60.8,82.0,55.0,76931.21097560975,53832.82727272727,1.4290761766210365
0,54.8,86.0,38.0,62275.944186046516,33929.15,1.8354702132545764
0,64.4,69.0,74.0,35633.31449275363,46272.53378378379,0.7700748495696452
0,77.0,98.0,71.0,81909.53673469387,53949.34929577464,1.5182673712268313
0,52.4,61.0,58.0,27334.501639344264,20532.7224137931,1.3312653377606658
0,54.0,54.0,59.0,26984.49074074074,17623.442372881356,1.531170254357571
